egy,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number1.jpg"></img><br>one
kettő,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number2.jpg"></img><br>two
három,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number3.jpg"></img><br>three
négy,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number4.jpg"></img><br>four
öt,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number5.jpg"></img><br>five
hat,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number6.jpg"></img><br>six
hét,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number7.jpg"></img><br>seven
nyolc,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number8.jpg"></img><br>eight
kilenc,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number9.jpg"></img><br>nine
tíz,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number10.jpg"></img><br>ten
tizenegy,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number11.jpg"></img><br>eleven
tizenkettő,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number12.jpg"></img><br>twelve
tizenhárom,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number13.jpg"></img><br>thirteen
tizennégy,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number14.jpg"></img><br>fourteen
tizenöt,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number15.jpg"></img><br>fifteen
tizenhat,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number16.jpg"></img><br>sixteen
tizenhét,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number17.jpg"></img><br>seventeen
tizennyolc,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number18.jpg"></img><br>eighteen
tizenkilenc,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number19.jpg"></img><br>nineteen
húsz,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number20.jpg"></img><br>twenty
